GMID,Dataset,Facility Name,Address,數據集,設施名稱,地址,Students Gender,就讀學生性別,Session,學校授課時間,District,分區,Finance Type,資助種類,School Level,學校類型,Telephone,聯絡電話,Fax Number,傳真號碼,Website,網頁,Religion,宗教,SCHOOL NO.,學校編號,Northing,Easting,Latitude,Longitude,Last Update
"M7LhBoxse4","Aided Primary Schools","S.K.H. KEI HIN PRIMARY SCHOOL","ON SHIN ROAD UPPER NGAU TAU KOK ESTATE KOWLOON","資助小學","聖公會基顯小學","九龍牛頭角上邨安善道","CO-ED","男女","WHOLE DAY","全日","KWUN TONG","觀塘區","AIDED","資助","PRIMARY","小學","27507771","27507771","27951274","27951274","http://www.skhkeihin.edu.hk","http://www.skhkeihin.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","513466000123","513466000123","819892.0","840435.0","22.31802","114.21732","2019-10-15 07:10:13"
"8tSDYrRazx","Aided Primary Schools","S.K.H. ST. JOSEPH'S PRIMARY SCHOOL","12 PO TEI ROAD KAM TIN YUEN LONG NEW TERRITORIES","資助小學","聖公會聖約瑟小學","新界元朗錦田波地路１２號","CO-ED","男女","WHOLE DAY","全日","YUEN LONG","元朗區","AIDED","資助","PRIMARY","小學","24764962","24764962","24794699","24794699","http://www.skhsjs.edu.hk","http://www.skhsjs.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","150770000223","150770000223","833265.0","824973.0","22.43876","114.06715","2019-10-15 07:10:13"
"XEGnyNETE0","Aided Primary Schools","S.K.H. ST. MICHAEL'S PRIMARY SCHOOL","23 FORTRESS HILL ROAD NORTH POINT HONG KONG","資助小學","聖公會聖米迦勒小學","香港北角炮台山道２３號","CO-ED","男女","WHOLE DAY","全日","EASTERN","東區","AIDED","資助","PRIMARY","小學","25709473","25709473","25034378","25034378","http://www.skhcwsms.edu.hk/new_website","http://www.skhcwsms.edu.hk/new_website","PROTESTANTISM / CHRISTIANITY","基督教","513610000123","513610000123","816560.0","838201.0","22.28794","114.19563","2019-10-15 07:10:13"
"6cXoubyR9X","Aided Primary Schools","PO LEUNG KUK FONG WONG KAM CHUEN PRIMARY SCHOOL","LEUNG KING ESTATE TUEN MUN NTANNEX BUILDING ESTATE PRIMARY SCHOOL NO 3 LEUNG KING ESTATE AREA 1 TUEN MUN N T","資助小學","保良局方王錦全小學","新界屯門良景邨","CO-ED","男女","WHOLE DAY","全日","TUEN MUN","屯門區","AIDED","資助","PRIMARY","小學","24661882","24661882","24532395","24532395","http://www.plkfwkc.edu.hk","http://www.plkfwkc.edu.hk","NOT APPLICABLE","不適用","115304000123","115304000123","829738.0","814167.0","22.4068","113.96223","2019-10-15 07:10:13"
"LGnaEHitwF","Aided Primary Schools","MARYKNOLL CONVENT SCHOOL (PRIMARY SECTION)","130 WATERLOO ROAD KOWLOON & EXTENSION WING AT 130 WATERLOO ROAD KOWLOON","資助小學","瑪利諾修院學校（小學部）","九龍窩打老道１３０號","GIRLS","女","WHOLE DAY","全日","KOWLOON CITY","九龍城區","AIDED","資助","PRIMARY","小學","23360611","23360611","23363154","23363154","http://www.mcsps.edu.hk","http://www.mcsps.edu.hk","CATHOLICISM","天主教","512826000123","512826000123","820949.0","836494.0","22.32757","114.17907","2019-10-15 07:10:13"
"NA1yXDiqz1","Aided Primary Schools","TUNG WAH GROUP OF HOSPITALS WONG SEE SUM PRIMARY SCHOOL","CHEUNG ON ESTATE TSING YI NEW TERRITORIES","資助小學","東華三院黃士心小學","新界青衣長安邨","CO-ED","男女","WHOLE DAY","全日","KWAI TSING","葵青區","AIDED","資助","PRIMARY","小學","24978784","24978784","24352947","24352947","http://www.twghwssp.edu.hk","http://www.twghwssp.edu.hk","NOT APPLICABLE","不適用","115363000123","115363000123","824724.0","828541.0","22.36165","114.10185","2019-10-15 07:10:12"
"PhjkGIkZIx","Aided Primary Schools","SHUN TAK FRATERNAL ASSOCIATION HO YAT TUNG PRIMARY SCHOOL","ESTATE PRIMARY SCHOOL NO 5 YAU OI ESTATE AREA 15 TUEN MUN NEW TERRITORIES","資助小學","順德聯誼總會何日東小學","新界屯門第１５區友愛邨屋邨小學第５號","CO-ED","男女","WHOLE DAY","全日","TUEN MUN","屯門區","AIDED","資助","PRIMARY","小學","24586111","24586111","24581834","24581834","http://www.hytps.edu.hk","http://www.hytps.edu.hk","NOT APPLICABLE","不適用","114898000123","114898000123","827828.0","815379.0","22.38957","113.97403","2019-10-15 07:10:12"
"6HnTIvg3t5","Aided Primary Schools","SHUN TAK FRATERNAL ASSOCIATION WU SIU KUI MEMORIAL PRIMARY SCHOOL","ESTATE PRIMARY SCHOOL NO 3 ON TING ESTATE TUEN MUN NEW TERRITORIES","資助小學","順德聯誼總會胡少渠紀念小學","新界屯門安定邨屋邨小學第三校舍","CO-ED","男女","WHOLE DAY","全日","TUEN MUN","屯門區","AIDED","資助","PRIMARY","小學","24503833","24503833","26183132","26183132","http://www.wsk.edu.hk","http://www.wsk.edu.hk","NOT APPLICABLE","不適用","114766000123","114766000123","827478.0","815690.0","22.38641","113.97705","2019-10-15 07:10:12"
"0lif3dRyS0","Aided Primary Schools","CHRISTIAN ALLIANCE H.C. CHAN PRIMARY SCHOOL OF THE KOWLOON TONG CHURCH OF THE CHINESE CHRISTIAN AND MISSIONARY ALLIANCE, HONG KONG","CHUN SHEK ESTATE PHASE III, SHATIN, NEW TERRITORIES","資助小學","香港九龍塘基督教中華宣道會陳元喜小學","新界沙田秦石邨","CO-ED","男女","WHOLE DAY","全日","SHA TIN","沙田區","AIDED","資助","PRIMARY","小學","26998030","26998030","26031446","26031446","http://www.cahcc.edu.hk","http://www.cahcc.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","115002000123","115002000123","825837.0","837331.0","22.37171","114.1872","2019-10-15 07:10:12"
"WqjZmMe8ZY","Aided Primary Schools","HONG KONG AND MACAU LUTHERAN CHURCH PRIMARY SCHOOL","4 CHAP FUK ROAD TSEUNG KWAN O NEW TERRITORIES","資助小學","港澳信義會小學","將軍澳集福路４號","CO-ED","男女","WHOLE DAY","全日","SAI KUNG","西貢區","AIDED","資助","PRIMARY","小學","27019803","27019803","27040066","27040066","http://www.hkmlcps.edu.hk","http://www.hkmlcps.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","115630000123","115630000123","820090.0","845504.0","22.31979","114.26652","2019-10-15 07:10:12"
"WbRsL1buDB","Aided Primary Schools","HEEP YUNN PRIMARY SCHOOL","1 FARM ROAD KOWLOON","資助小學","協恩中學附屬小學","九龍農圃道１號","GIRLS","女","WHOLE DAY","全日","KOWLOON CITY","九龍城區","AIDED","資助","PRIMARY","小學","27111263","27111263","27141958","27141958","http://www.hyps.edu.hk","http://www.hyps.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","511927000223","511927000223","820301.0","837138.0","22.32172","114.18532","2019-10-15 07:10:12"
"qqEcWiewgB","Aided Primary Schools","YAUMATI CATHOLIC PRIMARY SCHOOL","41 TUNG KUN STREET KOWLOON","資助小學","油蔴地天主教小學","九龍油麻地東莞街４１號","CO-ED","男女","WHOLE DAY","全日","YAU TSIM MONG","油尖旺區","AIDED","資助","PRIMARY","小學","27807311","27807311","27807313","27807313","http://www.ymtcps.edu.hk","http://www.ymtcps.edu.hk","CATHOLICISM","天主教","511021000123","511021000123","819157.0","835349.0","22.31139","114.16796","2019-10-15 07:10:12"
"SOdWPx71Ax","Aided Primary Schools","HHCKLA BUDDHIST CHING KOK LIN ASSOCIATION SCHOOL","12 YAT MING ROAD FANLING NT","資助小學","香海正覺蓮社佛教正覺蓮社學校","新界粉嶺一鳴路１２號","CO-ED","男女","WHOLE DAY","全日","NORTH","北區","AIDED","資助","PRIMARY","小學","26754411","26754411","26754066","26754066","http://www.bcklas.edu.hk","http://www.bcklas.edu.hk","BUDDHISM","佛教","115339000123","115339000123","838625.0","832685.0","22.48719","114.14206","2019-10-15 07:10:11"
"Tibvrfex8c","Aided Primary Schools","FIVE DISTRICTS BUSINESS WELFARE ASSOCIATION SCHOOL","70 WING HONG STREET, SHAMSHUIPO, KOWLOON","資助小學","五邑工商總會學校","九龍深水埗永康街７０號","CO-ED","男女","WHOLE DAY","全日","SHAM SHUI PO","深水埗區","AIDED","資助","PRIMARY","小學","23071017","23071017","23700692","23700692","http://www.fdbwa.edu.hk","http://www.fdbwa.edu.hk","NOT APPLICABLE","不適用","511790000123","511790000123","822438.0","833971.0","22.34102","114.15458","2019-10-15 07:10:11"
"pLiDAUZBbm","Aided Primary Schools","CHINESE METHODIST SCHOOL (NORTH POINT)","15 PAK FUK ROAD NORTH POINT HONG KONG","資助小學","北角循道學校","香港北角百福道１５號","CO-ED","男女","WHOLE DAY","全日","EASTERN","東區","AIDED","資助","PRIMARY","小學","25619693","25619693","25627860","25627860","http://www.cmsnp.edu.hk","http://www.cmsnp.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","510750000123","510750000123","816844.0","839420.0","22.2905","114.20746","2019-10-15 07:10:11"
"acKVa1DS6z","Aided Primary Schools","HO MING PRIMARY SCHOOL (SPONSORED BY SIK SIK YUEN)","2 TIN PAK ROAD TIN SHUI WAI YUEN LONG NEW TERRITORIES","資助小學","嗇色園主辦可銘學校","新界元朗天水圍天柏路２號","CO-ED","男女","WHOLE DAY","全日","YUEN LONG","元朗區","AIDED","資助","PRIMARY","小學","24450101","24450101","24459247","24459247","http://www.homing.edu.hk","http://www.homing.edu.hk","CONFUCIANISM,BUDDHISM & TAOISM","儒釋道三教","115711000223","115711000223","834974.0","818712.0","22.45414","114.00631","2019-10-15 07:10:11"
"X8lBp6X22K","Aided Primary Schools","KOWLOON BAY ST. JOHN THE BAPTIST CATHOLIC PRIMARY SCHOOL","23 KAI YIP ROAD KWUN TONG KOWLOON","資助小學","九龍灣聖若翰天主教小學","九龍觀塘啓業道２３號","CO-ED","男女","WHOLE DAY","全日","KWUN TONG","觀塘區","AIDED","資助","PRIMARY","小學","23432311","23432311","23433011","23433011","http://www.kbsjb.edu.hk","http://www.kbsjb.edu.hk","CATHOLICISM","天主教","550248000123","550248000123","820983.0","839859.0","22.32788","114.21173","2019-10-15 07:10:11"
"6cH6YjF4bv","Aided Primary Schools","THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG KWAI SHING LUTHERAN PRIMARY SCHOOL","ESTATE SCHOOL NO. 6, KWAI SHING ESTATE, KWAI CHUNG, NEW TERRITORIES","資助小學","基督教香港信義會葵盛信義學校","新界葵涌葵盛邨屋邨學校第六座校舍","CO-ED","男女","WHOLE DAY","全日","KWAI TSING","葵青區","AIDED","資助","PRIMARY","小學","24225180","24225180","24199470","24199470","http://www.kslps.edu.hk","http://www.kslps.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","114316000123","114316000123","824846.0","831071.0","22.36276","114.12642","2019-10-15 07:10:11"
"q82VZYEu6i","Aided Primary Schools","LIONS CLUBS INTERNATIONAL HO TAK SUM PRIMARY SCHOOL","AREA 3 (PS2) PHASE 4 TIN SHUI WAI YUEN LONG NEW TERRITORIES","資助小學","獅子會何德心小學","新界元朗天水圍三區第四期（第二小學）","CO-ED","男女","WHOLE DAY","全日","YUEN LONG","元朗區","AIDED","資助","PRIMARY","小學","26179682","26179682","26179121","26179121","http://www.htsps.edu.hk","http://www.htsps.edu.hk","NOT APPLICABLE","不適用","529770000123","529770000123","834191.0","818181.0","22.44706","114.00116","2019-10-15 07:10:11"
"JrfLnBttxu","Aided Primary Schools","HONG KONG RED SWASTIKA SOCIETY TUEN MUN PRIMARY SCHOOL","LEUNG KING ESTATE TUEN MUN NEW TERRITORIES","資助小學","香港紅卍字會屯門卍慈小學","新界屯門良景邨","CO-ED","男女","WHOLE DAY","全日","TUEN MUN","屯門區","AIDED","資助","PRIMARY","小學","24611968","24611968","24632537","24632537","http://www.hkrsstmps.edu.hk","http://www.hkrsstmps.edu.hk","NOT APPLICABLE","不適用","115380000123","115380000123","829432.0","814085.0","22.40404","113.96144","2019-10-15 07:10:11"
"xBkA1Fk55M","Aided Primary Schools","ALLIANCE PRIMARY SCHOOL, WHAMPOA","21 TAK FUNG STREET WHAMPOA GARDEN HUNG HOM KOWLOON","資助小學","黃埔宣道小學","九龍紅磡黃埔花園德豐街２１號","CO-ED","男女","WHOLE DAY","全日","KOWLOON CITY","九龍城區","AIDED","資助","PRIMARY","小學","23367742","23367742","21428096","21428096","http://www.apsw.edu.hk","http://www.apsw.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","522007000123","522007000123","818250.0","837717.0","22.3032","114.19094","2019-10-15 07:10:11"
"gYnXztDiQ7","Aided Primary Schools","PO LEUNG KUK HORIZON EAST PRIMARY SCHOOL","3 HING FU STREET TUEN MUN NT","資助小學","保良局志豪小學","新界屯門興富街３號","CO-ED","男女","WHOLE DAY","全日","TUEN MUN","屯門區","AIDED","資助","PRIMARY","小學","27020707","27020707","27027772","27027772","http://www.plkheps.edu.hk","http://www.plkheps.edu.hk","NOT APPLICABLE","不適用","540200000123","540200000123","830234.0","814610.0","22.41128","113.96652","2019-10-15 07:10:10"
"smtiVOluLp","Aided Primary Schools","HONG KONG AND MACAU LUTHERAN CHURCH MING TAO PRIMARY SCHOOL","7 CHOI MING STREET, CHOI MING COURT, TSEUNG KWAN O, NEW TERRITORIES","資助小學","港澳信義會明道小學","新界將軍澳彩明苑彩明街７號","CO-ED","男女","WHOLE DAY","全日","SAI KUNG","西貢區","AIDED","資助","PRIMARY","小學","31294294","31294294","31294194","31294194","http://www.hkmlc-mtps.edu.hk","http://www.hkmlc-mtps.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","538809000123","538809000123","818744.0","844171.0","22.30764","114.25357","2019-10-15 07:10:10"
"wp0AAX0aFt","Aided Primary Schools","TAI KOK TSUI CATHOLIC PRIMARY SCHOOL (HOI FAN ROAD)","20 HOI FAN ROAD TAI KOK TSUI KOWLOON","資助小學","大角嘴天主教小學（海帆道）","九龍大角嘴海帆道２０號","CO-ED","男女","WHOLE DAY","全日","YAU TSIM MONG","油尖旺區","AIDED","資助","PRIMARY","小學","21914270","21914270","21914252","21914252","http://www.tktcpshfr.edu.hk","http://www.tktcpshfr.edu.hk","CATHOLICISM","天主教","539520000123","539520000123","820357.0","834100.0","22.32223","114.15583","2019-10-15 07:10:10"
"XWVRNCoB0a","Aided Primary Schools","CHINESE Y.M.C.A. PRIMARY SCHOOL","AREA 102 TIN SHUI WAI PHASE 4 (SCHOOL 2) YUEN LONG NEW TERRITORIES","資助小學","中華基督教青年會小學","新界元朗天水圍１０２區第四期（第二學校）","CO-ED","男女","WHOLE DAY","全日","YUEN LONG","元朗區","AIDED","資助","PRIMARY","小學","24450580","24450580","24483960","24483960","http://www.cymcaps.edu.hk","http://www.cymcaps.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","535699000123","535699000123","836057.0","818122.0","22.46391","114.00057","2019-10-15 07:10:09"
"hpKdQtLQw8","Aided Primary Schools","PO LEUNG KUK WONG WING SHU PRIMARY SCHOOL","2 TONG YIN STREET TSEUNG KWAN O NEW TERRITORIES","資助小學","保良局黃永樹小學","新界將軍澳唐賢街２號","CO-ED","男女","WHOLE DAY","全日","SAI KUNG","西貢區","AIDED","資助","PRIMARY","小學","21770050","21770050","21770406","21770406","http://www.plkwws.edu.hk","http://www.plkwws.edu.hk","NOT APPLICABLE","不適用","529249000123","529249000123","818937.0","844534.0","22.30938","114.2571","2019-10-15 07:10:09"
"E5OYVBOUke","Aided Primary Schools","S.K.H. KA FUK WING CHUN PRIMARY SCHOOL","PRIMARY SCHOOL KA FUK ESTATE FANLING NEW TERRITORIES","資助小學","聖公會嘉福榮真小學","新界粉嶺嘉福邨小學校舍","CO-ED","男女","WHOLE DAY","全日","NORTH","北區","AIDED","資助","PRIMARY","小學","29476888","29476888","29473838","29473838","http://www.skhkfwc.edu.hk","http://www.skhkfwc.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","535680000123","535680000123","839311.0","831954.0","22.49338","114.13495","2019-10-15 07:10:09"
"ZMPdKW7p77","Aided Primary Schools","PUI KIU PRIMARY SCHOOL","12 FU YEE ROAD SIU SAI WAN CHAI WAN HONG KONG","資助小學","培僑小學","香港柴灣小西灣富怡道１２號","CO-ED","男女","WHOLE DAY","全日","EASTERN","東區","AIDED","資助","PRIMARY","小學","28977866","28977866","28977883","28977883","http://www.pkps.edu.hk","http://www.pkps.edu.hk","NOT APPLICABLE","不適用","535613000123","535613000123","813933.0","843813.0","22.2642","114.25008","2019-10-15 07:10:09"
"TnZMWHoEVU","Aided Primary Schools","YAN OI TONG TIN KA PING PRIMARY SCHOOL","3 TONG CHUN STREET TSEUNG KWAN O NEW TERRITORIES","資助小學","仁愛堂田家炳小學","新界將軍澳唐俊街３號","CO-ED","男女","WHOLE DAY","全日","SAI KUNG","西貢區","AIDED","資助","PRIMARY","小學","24571302","24571302","22463506","22463506","http://www.yottkpps.edu.hk","http://www.yottkpps.edu.hk","NOT APPLICABLE","不適用","524824000123","524824000123","819001.0","844949.0","22.30996","114.26113","2019-10-15 07:10:09"
"oarNjFhlUH","Aided Primary Schools","ST. MARY'S CANOSSIAN SCHOOL","162 AUSTIN ROAD KOWLOON","資助小學","嘉諾撒聖瑪利學校","九龍柯士甸道１６２號","GIRLS","女","WHOLE DAY","全日","YAU TSIM MONG","油尖旺區","AIDED","資助","PRIMARY","小學","27390081","27390081","23141966","23141966","http://www.smcs.edu.hk","http://www.smcs.edu.hk","CATHOLICISM","天主教","514136000123","514136000123","818219.0","836137.0","22.30292","114.1756","2019-10-15 07:10:09"
"wPs5ZApF6P","Aided Primary Schools","LAICHIKOK CATHOLIC PRIMARY SCHOOL","6 HING WAH STREET WEST SHAM SHUI PO KOWLOON","資助小學","荔枝角天主教小學","九龍深水埗興華街西６號","CO-ED","男女","WHOLE DAY","全日","SHAM SHUI PO","深水埗區","AIDED","資助","PRIMARY","小學","27433836","27433836","27432026","27432026","http://www.lcps.edu.hk","http://www.lcps.edu.hk","CATHOLICISM","天主教","543276000123","543276000123","821584.0","833413.0","22.3333","114.14916","2019-10-15 07:10:09"
"ztocYagrsU","Aided Primary Schools","SHAK CHUNG SHAN MEMORIAL CATHOLIC PRIMARY SCHOOL","39 WING SHUN STREET RIVIERA GARDENS TSUEN WAN NEW TERRITORIES","資助小學","天主教石鐘山紀念小學","新界荃灣海濱花園永順街三十九號","CO-ED","男女","WHOLE DAY","全日","TSUEN WAN","荃灣區","AIDED","資助","PRIMARY","小學","24086373","24086373","24077180","24077180","http://www.scs.edu.hk","http://www.scs.edu.hk","CATHOLICISM","天主教","522180000223","522180000223","824975.0","829711.0","22.36392","114.11321","2019-10-15 07:10:09"
"6A8w7LLllc","Aided Primary Schools","TSUEN WAN PUBLIC HO CHUEN YIU MEMORIAL PRIMARY SCHOOL","ESTATE PRIMARY SCHOOL NO 1 SHEK WAI KOK ESTATE TSUEN WAN NEW TERRITORIES","資助小學","荃灣公立何傳耀紀念小學","新界荃灣石圍角邨屋邨第一小學","CO-ED","男女","WHOLE DAY","全日","TSUEN WAN","荃灣區","AIDED","資助","PRIMARY","小學","24902047","24902047","24902331","24902331","http://www.twpsch.edu.hk","http://www.twpsch.edu.hk","NOT APPLICABLE","不適用","514632000123","514632000123","826246.0","830986.0","22.3754","114.12559","2019-10-15 07:10:08"
"ui4nlBNT4S","Aided Primary Schools","SHARON LUTHERAN SCHOOL","18 CHERRY STREET TAI KOK TSUI KOWLOON","資助小學","路德會沙崙學校","九龍櫻桃街１８號","CO-ED","男女","WHOLE DAY","全日","YAU TSIM MONG","油尖旺區","AIDED","資助","PRIMARY","小學","23920221","23920221","23981856","23981856","http://www.sharonlu.edu.hk","http://www.sharonlu.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","513849000123","513849000123","819993.0","835051.0","22.31894","114.16506","2019-10-15 07:10:08"
"iKQH2XO55M","Aided Primary Schools","TUNG WAH GROUP OF HOSPITALS WONG YEE JAR JAT MEMORIAL PRIMARY SCHOOL","8 HOK LAM LANE TSEUNG KWAN O NT","資助小學","東華三院王余家潔紀念小學","新界將軍澳學林里八號","CO-ED","男女","WHOLE DAY","全日","SAI KUNG","西貢區","AIDED","資助","PRIMARY","小學","27061336","27061336","27069336","27069336","http://www.wyjjmps.edu.hk","http://www.wyjjmps.edu.hk","NOT APPLICABLE","不適用","518468000123","518468000123","820038.0","844774.0","22.31932","114.25943","2019-10-15 07:10:08"
"xHDBeDLYEM","Aided Primary Schools","S.K.H. LUI MING CHOI MEMORIAL PRIMARY SCHOOL","31 KA WAI MAN ROAD KENNEDY TOWN HONG KONG","資助小學","聖公會呂明才紀念小學","香港堅尼地城加惠民道３１號","CO-ED","男女","WHOLE DAY","全日","CENTRAL AND WESTERN","中西區","AIDED","資助","PRIMARY","小學","28172305","28172305","28173950","28173950","http://www.skhlmcmps.edu.hk","http://www.skhlmcmps.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","513555000123","513555000123","815851.0","830834.0","22.28153","114.12415","2019-10-15 07:10:08"
"Cqqs7Njcfm","Aided Primary Schools","S.K.H. HOLY CARPENTER PRIMARY SCHOOL","14 KWEI CHOW STREET, KOWLOON","資助小學","聖公會聖匠小學","九龍貴州街１４號","CO-ED","男女","WHOLE DAY","全日","KOWLOON CITY","九龍城區","AIDED","資助","PRIMARY","小學","23332313","23332313","23647757","23647757","http://www.hcps.edu.hk","http://www.hcps.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","512052000123","512052000123","819702.0","837907.0","22.31631","114.19278","2019-10-15 07:10:08"
"Mk0bmuBEu7","Aided Primary Schools","KING'S COLLEGE OLD BOYS' ASSOCIATION PRIMARY SCHOOL","58 BRIDGES STREET HONG KONG","資助小學","英皇書院同學會小學","香港必列者士街５８號","CO-ED","男女","WHOLE DAY","全日","CENTRAL AND WESTERN","中西區","AIDED","資助","PRIMARY","小學","25477468","25477468","25405634","25405634","http://www.kcobaps1.edu.hk","http://www.kcobaps1.edu.hk","NOT APPLICABLE","不適用","512443000123","512443000123","816067.0","833501.0","22.28348","114.15002","2019-10-15 07:10:08"
"PmU0DC69wK","Aided Primary Schools","THE CHURCH OF CHRIST IN CHINA KEI TSUN PRIMARY SCHOOL","150 TAI KOK TSUI ROAD KOWLOON","資助小學","中華基督教會基全小學","九龍大角咀道１５０號","CO-ED","男女","WHOLE DAY","全日","YAU TSIM MONG","油尖旺區","AIDED","資助","PRIMARY","小學","23928221","23928221","23990319","23990319","http://www.cccktps.edu.hk","http://www.cccktps.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","512362000123","512362000123","820404.0","834752.0","22.32265","114.16216","2019-10-15 07:10:08"
"8JgyEFHKhA","Aided Primary Schools","BISHOP WALSH PRIMARY SCHOOL","150 JUNCTION ROAD KOWLOON","資助小學","華德學校","九龍聯合道１５０號","CO-ED","男女","WHOLE DAY","全日","WONG TAI SIN","黃大仙區","AIDED","資助","PRIMARY","小學","23367804","23367804","23361664","23361664","http://www.bishopwalsh.edu.hk","http://www.bishopwalsh.edu.hk","CATHOLICISM","天主教","510017000123","510017000123","821754.0","837376.0","22.33484","114.18763","2019-10-15 07:10:08"
"dvqMcRVQKl","Aided Primary Schools","THE CHURCH OF CHRIST IN CHINA WANCHAI CHURCH KEI TO PRIMARY SCHOOL","45 TUNG KUN STREET KOWLOON","資助小學","中華基督教會灣仔堂基道小學","九龍東莞街４５號","CO-ED","男女","WHOLE DAY","全日","YAU TSIM MONG","油尖旺區","AIDED","資助","PRIMARY","小學","27804455","27804455","27712224","27712224","http://keito.school.hk","http://keito.school.hk","PROTESTANTISM / CHRISTIANITY","基督教","514837000123","514837000123","819149.0","835443.0","22.31132","114.16887","2019-10-15 07:10:08"
"TmcNzPNaVk","Aided Primary Schools","TUNG KOON DISTRICT SOCIETY FONG SHU CHUEN SCHOOL","43 TUNG KUN STREET YAUMATEI KOWLOON","資助小學","東莞同鄉會方樹泉學校","九龍油麻地東莞街４３號","CO-ED","男女","WHOLE DAY","全日","YAU TSIM MONG","油尖旺區","AIDED","資助","PRIMARY","小學","27802295","27802295","27707590","27707590","http://www.tkfsc-school.edu.hk","http://www.tkfsc-school.edu.hk","NOT APPLICABLE","不適用","514713000123","514713000123","819146.0","835412.0","22.31129","114.16857","2019-10-15 07:10:08"
"DN9WRXpXJ2","Aided Primary Schools","CHAN'S CREATIVE SCHOOL (HONG KONG ISLAND)","82 MARBLE ROAD NORTH POINT HONG KONG","資助小學","啓基學校（港島）","香港北角馬寶道８２號","CO-ED","男女","WHOLE DAY","全日","EASTERN","東區","AIDED","資助","PRIMARY","小學","25614302","25614302","25610839","25610839","http://www.ccshki.edu.hk","http://www.ccshki.edu.hk","NOT APPLICABLE","不適用","513083000123","513083000123","817030.0","838923.0","22.29218","114.20264","2019-10-15 07:10:08"
"WmMCqE9o0S","Aided Primary Schools","THE CHURCH OF CHRIST IN CHINA CHUN KWONG PRIMARY SCHOOL","CHUNG SING PATH YUEN LONG NEW TERRITORIES","資助小學","中華基督教會元朗真光小學","新界元朗鐘聲徑","CO-ED","男女","WHOLE DAY","全日","YUEN LONG","元朗區","AIDED","資助","PRIMARY","小學","24762696","24762696","24430755","24430755","http://www.ckps.edu.hk","http://www.ckps.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","511609000223","511609000223","833849.0","820775.0","22.444","114.02637","2019-10-15 07:10:07"
"funzJTiVpq","Aided Primary Schools","METHODIST SCHOOL","12 WYLIE ROAD KOWLOON (INCLUDING ROOF PLAYGROUNDS AT 4/F AND 5/F)","資助小學","循道學校","九龍衛理道１２號（包括４樓及５樓天台操場）","CO-ED","男女","WHOLE DAY","全日","YAU TSIM MONG","油尖旺區","AIDED","資助","PRIMARY","小學","39762200","39762200","27711422","27711422","http://www.kmsch.edu.hk","http://www.kmsch.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","510904000223","510904000223","818841.0","836257.0","22.30854","114.17677","2019-10-15 07:10:07"
"Bc22eI0LO8","Aided Primary Schools","THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG FAITH LOVE LUTHERAN SCHOOL","ESTATE SCHOOL NO 2 YUE WAN ESTATE CHAI WAN HONG KONG","資助小學","基督教香港信義會信愛學校","香港柴灣漁灣邨第二座校舍","CO-ED","男女","WHOLE DAY","全日","EASTERN","東區","AIDED","資助","PRIMARY","小學","25562442","25562442","28984212","28984212","http://www.cwflls.edu.hk","http://www.cwflls.edu.hk","PROTESTANTISM / CHRISTIANITY","基督教","511404000123","511404000123","814202.0","843000.0","22.26663","114.24219","2019-10-15 07:10:07"
"uAjmCfcb7O","Aided Primary Schools","PRECIOUS BLOOD PRIMARY SCHOOL (WAH FU ESTATE)","27 WATERFALL BAY ROAD WAH FU ESTATE HONG KONG","資助小學","華富邨寶血小學","香港華富邨瀑布灣道２７號","CO-ED","男女","WHOLE DAY","全日","SOUTHERN","南區","AIDED","資助","PRIMARY","小學","25511211","25511211","25504313","25504313","http://www.pbps.edu.hk","http://www.pbps.edu.hk","CATHOLICISM","天主教","513326000123","513326000123","812621.0","831890.0","22.25236","114.1344","2019-10-15 07:10:07"
"MIeA3T08om","Aided Primary Schools","PRECIOUS BLOOD PRIMARY SCHOOL","72 SING WOO ROAD HAPPY VALLEY HONG KONG","資助小學","寶血小學","香港跑馬地成和道７２號","CO-ED","男女","WHOLE DAY","全日","WAN CHAI","灣仔區","AIDED","資助","PRIMARY","小學","25723851","25723851","25724421","25724421","http://www.preciousbloodhv.edu.hk","http://www.preciousbloodhv.edu.hk","CATHOLICISM","天主教","513318000123","513318000123","814167.0","837417.0","22.26633","114.18802","2019-10-15 07:10:07"
